,Title,Location,Price,description,Links
2522,Large room in 2 bed 2 bath Cityplace fort york/spadina toronto,City of Toronto,"$1,400.00","Hello , I am looking for a female roommate in my 2 bed/2bath condo. My condo is on the 21st floor and has a beautiful view of the lake and is very bright. Location: fort york and spadina, cityplace 5 ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-room-in-2-bed-2-bath-cityplace-fort-york-spadina-toronto/1532888102
2523,"1 bedroom, kitchen ,washroom ,private entrance- perfect location",Markham / York Region,PleaseContact,"please, call to make appointment .-416 5437314 .Basement apartment self contained available only for one person. Price negotiable depending on agreement . First and last month as well credit check ...",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/1-bedroom-kitchen-washroom-private-entrance-perfect-location/1531493929
2524,850/1000 single/masterBasment  8 minutes Walking to finch subway,City of Toronto,$850.00,"please text for detail 6473088898 Close to subway, bus stop. supermarket and young street. excellent location. for single people. inside house not apartment. 850 for Single bedroom for one person on ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/850-1000-single-masterbasment-8-minutes-walking-to-finch-subway/1419648040
2525,"Humber North, Woodbridge Room Rental",Mississauga / Peel Region,$580.00,"Major intersection: Highway 7 and Highway 27 Fully furnished room near Humber North Campus and Pearson Airport (FEMALE ONLY) Spacious, clean and bright bedroom with closet. • 5 mins drive to Highway ...",https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/humber-north-woodbridge-room-rental/1532393929
2526,Urgently needed,City of Toronto,$800.00,One bedroom apartment for rent . Huge kitchen separate entrance and parking included. Right on Junction two mins walk from bus stop. Walking distance for all grocery store. Give me a call if you ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/urgently-needed/1532393179
2527,CARGO VAN 4169390777 MOVE DELIVERY PLUS Junk pu,City of Toronto,$1.00,RENT CARGO VAN WITH DRIVER 4169390777 MOVE DELIVERY + Junk pu,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/cargo-van-4169390777-move-delivery-plus-junk-pu/1532393043
2528,Private or shared room for female,City of Toronto,$550.00,"This is full furnished basement apartment one bedroom is available for 2 Indian girls available from now. Rent is $350 person or private room for $550 This Basement has separate entrance, separate ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-or-shared-room-for-female/1532392676
2529,Brand new 4 Private rooms for 4 south Asian girls,City of Toronto,$525.00,"Brand new renovated full furnished walkout basement apartment 4 single rooms will be available from Dec 01, 2020. Rent is $525 per person all inclusive. (Renovation going on). This Basement has ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/brand-new-4-private-rooms-for-4-south-asian-girls/1532392552
2530,***** LUXURY ROOM RENT IN AN AMZING HOUSE  ***,City of Toronto,$950.00,"Due to high response volume, I will be only responding to those who read an ad and responded with required answers to discuss further Option #1 $950 Option #2 $750 Move in date is December 1st ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/luxury-room-rent-in-an-amzing-house/1532392444
2531,Shared room for 2 girls,City of Toronto,$350.00,"This is full furnished basement apartment one bedroom is available for 2 Indian girls available from now. Rent is $385 This Basement has separate entrance, separate kitchen, Dining area and Washroom. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/shared-room-for-2-girls/1532392426
2532,Room for rent,City of Toronto,$800.00,"One room available in a 3 bedroom spacious apartment. Mins from Don mills station, with bus stop 3 mins away. There are only 2 more girls living in the other 2 bedrooms. It comes furnished. The room ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532391818
2533,Furnished Clean Room FOR GIRL@ TTC Subway Yonge/ NorthYorkCentre,City of Toronto,"$1,180.00","Furnished, Clean, Bright & All Inclusive Bedroom For One QUIET FEMALE Student or Working Individual. Located in a Very Quiet and Very Well Maintained Condo Building on Yonge/North York Centre TTC ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-clean-room-for-girl-ttc-subway-yonge-northyorkcentre/1532391653
2534,Need a roommate for sharing room with one person .,City of Toronto,PleaseContact,"Rent hydro and internet 108 Goodwood park court,East York Rent : *$363* No parking but close to *Victoria park station* just 3min walk Urgently needed starting next month Sharing room ,kitchen and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/need-a-roommate-for-sharing-room-with-one-person/1532391164
2535,RICHMOND HILL HWY 7/LESLIE NICE BEDROOM AVAILABLE,Markham / York Region,$700.00,CLEAN QUIET FULLY FURNISHED BEDROOM AVAILABLE NOW 5 MINES WALKING DISTANCE TO HWY 7 BUS STOPS MAJOR BANKS Tim Horton's MacDonald's ALL UTILITIES INCLUDING LOOKING FOR CLEAN QUIET PERSON PLEASE CALL ...,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/richmond-hill-hwy-7-leslie-nice-bedroom-available/1532391043
2536,TORONTO SUBLET 5 WEEKS (1 MONTH) DECEMBER NEAR LANSDOWNE STATION,City of Toronto,$712.00,"please no one who traveled outside of Canada 2 weeks before moving in. 675$ plus utilities (: fast Internet wifi and toilet paper) - 1 FULL MONTH, flat 800$ (utilities cost eliminated) - ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/toronto-sublet-5-weeks-1-month-december-near-lansdowne-station/1532390475
2537,2 rooms upper floor in Markham Middlefield and Denison,City of Toronto,$700.00,Major intersection - Middlefield and Denison There is a dog in the house you must be a pet friendly person. *Rent* : *CAD $700 smaller room/ 750 larger room for one person or $1400* for both rooms ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/2-rooms-upper-floor-in-markham-middlefield-and-denison/1532389490
2538,Sharing space available,City of Toronto,PleaseContact,Very neat and clean sharing space available in 54 thorncliffe park drive for students or working professionals only muslims available from 1 November 2020 can contact me at 4372260683,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/sharing-space-available/1532389440
2539,2 rooms upper floor in Markham Middlefield and Denison,Markham / York Region,$700.00,Major intersection - Middlefield and Denison There is a dog in the house you must be a pet friendly person. *Rent* : *CAD $700 smaller room/ 750 larger room for one person or $1400* for both rooms ...,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/2-rooms-upper-floor-in-markham-middlefield-and-denison/1532389366
2540,Room in apartment,City of Toronto,$900.00,"Hello, We are offering a private room for rent , all inclusive Room is private ,the washroom and kitchen would be shared with two nice and quiet Indian girls. It’s a very clean, beautiful and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-in-apartment/1532388944
2541,Room for rent female close to Donmills subway Fairview,Markham / York Region,PleaseContact,Room for rent for female or student in a high rise apartment building. The apartment has total 3 bedroom and two full washrooms. Donmills room with private bathroom Location: Donmills or Don Mills ...,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/room-for-rent-female-close-to-donmills-subway-fairview/1532388863
2542,Roommate Finch/Yonge basement room rent,City of Toronto,"$1,050.00","1 private room rental in walkout basement with shared bathroom with two person. shared kitchen and laundry. Close to all amenities. Close to bus stop, and school All utilities included plus free high ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/roommate-finch-yonge-basement-room-rent/1532386955
2543,Room for Rent to International student near Yonge and Sheppard,City of Toronto,$650.00,Basement room available for rent for $650/month - looking for a male international student. no parking Room available 1st of Nov. Great Location - 7 minutes from Yonge and Sheppard. A quiet ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-to-international-student-near-yonge-and-sheppard/1532386631
2544,2 Bedrooms for rent for students.,City of Toronto,PleaseContact,2 furnished bedrooms for rent for students available from December 1st..,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/2-bedrooms-for-rent-for-students/1532385203
2545,Room for rent,City of Toronto,$500.00,"Unfurnished basement room with separate entrance for rent for single occupant. Shared kitchen and washroom upstairs. Laundry and high speed internet included . TTC, groceries(Food basics) steps away.",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532383961
2546,Room available for rent on share basis from December,City of Toronto,PleaseContact,Shared accomodation available for a girl (preferably Keralite) from December. Rent will be $310+utilities. Location - 94 Canlish Road ( Kennedy & Lawrence intersection) Parking available. Contact for ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-for-rent-on-share-basis-from-december/1532383000
2547,Room for Rent in Sharing,City of Toronto,$380.00,"2 rooms available for sharing at $380/person, 2 people in a room. Fully furnished with use of kitchen and living area, Shared washroom. Condo bldg in-suit laundry, wi-fi and utilities included . Near ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-sharing/1532382932
2548,Shared Room for Rent near Don Mills and Overlea.,City of Toronto,$500.00,"Fully furnished.✅ Rent includes all utilities except wifi. Main Intersection: Don Mills and Overlea. Facilities: Gym , Swimming pool♀️ , Laundry (All in the building)",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/shared-room-for-rent-near-don-mills-and-overlea/1532382927
2549,Room for Rent Humber College,Mississauga / Peel Region,$350.00,Room Near Humber College North for Indian working men or student. Rent includes all utilities. Close to Humber college and York university Albion mall. No parking no partying. Room available on ...,https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-for-rent-humber-college/1532382691
2550,Room for rent near Don Mills and Overlea.,City of Toronto,$900.00,"Fully Furnished✅ Utilities Included✅ Parking space available✅ Gym, Soana, pool within the building. You can have the room for yourself or share with other and split the bill.",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-near-don-mills-and-overlea/1532382579
2551,ROOM A AVAILABLE 1ST NOVEMBER,City of Toronto,$950.00,"Hi All, one of my housemate is moving out at the end of October and I am looking someone to take his room. The unit is a townhouse , three floor and three bedroom. The room is perfect for student or ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-a-available-1st-november/1532382054
2552,York University village 1st floor bright one bedroom 680,City of Toronto,$680.00,"super clean and quiet house: York University village first floor bed-room, with shared washroom hardwood floor ,bright room, clean and quiet, nice landlord and roommates, 3 minutes walk to classroom, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/york-university-village-1st-floor-bright-one-bedroom-680/1532381862
2553,York University village 2nd floor  queen bedroom,City of Toronto,$780.00,"super clean and quiet house: York University village 2nd floor queen size bed-room, hardwood floor ,bright room, clean and quiet, nice landlord and roommates, 3 minutes walk to classroom, available ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/york-university-village-2nd-floor-queen-bedroom/1532381200
2554,Room for rent near Kennedy subway,City of Toronto,$750.00,"Room available ASAP to a male young professional. Great location. Nearby stores, bank and restaurants - Giant Tiger, No Frills, Shoppers Drugmart, TD Bank, Hakka, Tim Hortons, Indian supermarket. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-near-kennedy-subway/1532380890
2555,Room available  for working/ student  female,City of Toronto,$650.00,"Room available for working/ student female Quiet and clean house, a total of 5 bedrooms , 2 kitchens , 2 bathrooms , 2 living areas and a very beautiful back yard with lots of flowers around the ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-for-working-student-female/1521596184
2556,self-quarantine space available with for international students,City of Toronto,PleaseContact,"self-quarantine space available in house for international students. Indian. Laundry inside,fast wifi, meal(healthy meal), breakfast. Pick up available from airport as well. Contact me. I will help ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/self-quarantine-space-available-with-for-international-students/1532379390
2557,Beautifully renovated basement with bright light and airy (Nov 1,City of Toronto,"$1,300.00","A newly renovated basement apartment is available Nov 1st. The rooms are spacious, bright, with windows, and brand new luxury vinyl new floorings. There is one private bathroom, one big bedroom, with ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/beautifully-renovated-basement-with-bright-light-and-airy-nov-1/1532378467
2558,1 Bed in 4 Bed Apt - $750  (ALL-INCLUSIVE) - Bathurst / Harbord,City of Toronto,$725.00,1 Bedroom in 4 Bedroom Upper floor Apartment - $750 New Vacancy (ALL-INCLUSIVE) - Bathurst / Harbord Thank you for your interest in this advertisement. Please read the advertisement below. To ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bed-in-4-bed-apt-750-all-inclusive-bathurst-harbord/1532378455
2559,Finch Warden/Big RM/Seneca Lambton/separate entrance basement,City of Toronto,$660.00,"Look for new graduation, younge professional. Male only.",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/finch-warden-big-rm-seneca-lambton-separate-entrance-basement/1532378179
2560,Spacious clean safe and convenient location! If its on its avail,City of Toronto,$600.00,"If add is on its still available, Spacious clean safe and convenient location! Separate entrance, Big windows, lots of room, separate kitchen, bathroom and 2 bedrooms, can be used as 2 bedroom ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/spacious-clean-safe-and-convenient-location-if-its-on-its-avail/1532378149
2561,Furnished Room available in 1+1 condo at CityPlace from Nov-Dec,City of Toronto,$900.00,"Furnished room available for rent from November to December 2020 in a 750/sq.ft 1+1-bedroom at CityPlace for $900/month, right next to CN Tower and Roger Center. Less than 5 mins walk to Sobeys, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-available-in-1-1-condo-at-cityplace-from-nov-dec/1532378110
2562,Room for rent.,City of Toronto,$350.00,Sharing room for rent for international Students. 647 401 1732,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532377852
2563,Large Room Downtown Toronto (Queen W),City of Toronto,$950.00,"Hey folks, Looking to rent out the large den/living space in my one bedroom apartment, available from Nov 1. Rent : $950 Furnished with a new Ikea sofabed, table and 55 inch TV Address : 50 Stephanie ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-room-downtown-toronto-queen-w/1532377600
2564,Downtown / Large awesome room / Spacious Victorian home,City of Toronto,$825.00,"NOV 1 - Downtown - Impressive Spacious Victorian Home - Large awesome Room - Quiet Street (move-in November 1st, 15th, or December 1st). Lots of common space - including BIG backyard, laundry room, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/downtown-large-awesome-room-spacious-victorian-home/1532376899
2565,Rental - Basement for Female Students/ Professionals $000/room,City of Toronto,PleaseContact,"$000/Room or $000/bed–All inclusive (Electricity, Hydro, Water, Wi-Fi) Only 1 private room with attached washroom and one bed in 2 person's shared room available (both the options available - living ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/rental-basement-for-female-students-professionals-000-room/1521159553
2566,1 Furnished rooms available at Finch/Warden (Females ONLY),City of Toronto,$850.00,1 Furnished rooms with large windows available for single occupancy (No Sharing) in a tidy and clean condo building apartment (1400 sq. feet) at Finch and warden. Only washroom to be shared with one ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-furnished-rooms-available-at-finch-warden-females-only/1531440103
2567,850/1000 single/masterBasment  8 minutes Walking to finch subway,City of Toronto,$850.00,"please text for detail 6473088898 Close to subway, bus stop. supermarket and young street. excellent location. for single people. inside house not apartment. 850 for Single bedroom for one person on ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/850-1000-single-masterbasment-8-minutes-walking-to-finch-subway/1419648040
2568,York University Room for Rent,City of Toronto,$650.00,"Available immediately, Rooms from $650-800 Very close to Finch West subway station Everything is included: -all utilities -free wifi internet with unlimited download -free laundry -furnished with ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/york-university-room-for-rent/1520503095
2569,Basement for Rent Available Oct 1st,Markham / York Region,PleaseContact,"2 bedroom apartment for rent full kitchen and bath. 1 parking spot available. Suitable for a single or couple and small family. Walking distance to ttc, grocery store, schools, Gurdwara. Ideally ...",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/basement-for-rent-available-oct-1st/1527263543
2570,Master bedroom on Kennedy/Sheppard,City of Toronto,"$1,000.00","Nice big clean room for rental. This is the Master bedroom with it's own private en-suite washroom. Includes furnishings; bed, desk w/chair and night table. Full closet. Includes all utilities and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/master-bedroom-on-kennedy-sheppard/1532376747
2571,Room for rent,City of Toronto,$450.00,One room in sharing for students in $450. It is prime location in north York Toronto. Located at major intersection so easy to commute for work or college. TTC and subway station reachable just in ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532376433
2572,Basement rent,City of Toronto,PleaseContact,"Ready for Dece 1 st Tow beds basement 1 room leaving 1 Indian girl have 1 room for rent u can share 2 person & sharing with bathroom and kitchen,laundry",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-rent/1532375891
2573,ROOM FOR RENT- BASEMENT APPARTMENT,City of Toronto,$650.00,"Available Nov 1st, 2020 It is a big room with window and common space. This room can be shared with two people (price change upon accommodation for two) Shared basement, 2 shared washrooms- new ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-basement-appartment/1532375411
2574,"Big, bright, beautiful masterbedroom for a female (start Nov 16)",City of Toronto,"$1,439.00","This luxuriously furnished private masterbedroom is available for a female. Student or professionals are welcome to apply. The room has 2 desks, 2 stand up lamps, 2 bookshelves. A large closet with ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/big-bright-beautiful-masterbedroom-for-a-female-start-nov-16/1532375029
2575,Room for rent,City of Toronto,PleaseContact,"Room shared with a couple owner and no child. Clean and tidy. Available January 1, 2021",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532374635
2576,FURNISHED ROOM FOR RENT IN TWO BEDROOM APARTMENT,City of Toronto,$950.00,"FURNISHED ROOM FOR RENT IN TWO BEDROOM APARTMENT, INCLUDES INTERNET WIFI AND TV SERVICES. APARTMENT WILL BE SHARED WITH ONE OTHER PERSON. CLOSE TO ALL AMENITIES. LOOKING FOR A CLEAN RESPECTBLE ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-rent-in-two-bedroom-apartment/1532374528
2577,MAIN FLOOR ROOM FOR RENT AT YORK UNIVERSITY VILLAGE,City of Toronto,$500.00,"One main floor room is available. Washroom to share with one other tenant, kitchen available in the basement. East Indian male tenant is preferred because present other room tenant is Indian, No ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/main-floor-room-for-rent-at-york-university-village/1532374307
2578,room for rent,Markham / York Region,$700.00,"Location benefit : Bus stop is at door step ( 5 Minute Frequency). Clean Cozy and Secure Place. Centennial college 10 minutes away. Grocery, Shopping mall , Restaurants and Dollar stores are in ...",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/room-for-rent/1532374293
2579,Two bedroom basement,Mississauga / Peel Region,PleaseContact,Hi I have two basement for rent FROM NOVEMBER 1. EVERYTHING INCLUDED CHEAP 647-648-3099.,https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/two-bedroom-basement/1532373782
2580,Furnished Basement for Rent,City of Toronto,$850.00,"Furnished Basement For Rent Completely new basement is available for rent for working women/female students. Vegetarian , Non Smoker only. Short Term or Long term rental Start date: Immediate - There ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-basement-for-rent/1532373751
2581,Room For Rent York U,City of Toronto,$600.00,"Room For Rent! Available Immediately -House located on Sentinel Road -Everything is include *free laundry *high speed Internet *furniture - Desk, bed, chair *all utilities -Bus stop in front of house ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-york-u/1532373296
2582,Room for rent_Upstairs,City of Toronto,$780.00,clean and renovated house. one bedroom in the main floor. big and bright. shared kitchen and bathroom with one more tenant. Utilities are included,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent_upstairs/1532373078
2583,Room For Rent York U,City of Toronto,$600.00,"Room For Rent! Available Immediately -House located on Sentinel Road -Everything is include *free laundry *high speed Internet *furniture - Desk, bed, chair *all utilities -Bus stop in front of house ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-york-u/1532372472
2584,Single RM/Finch Warden/Seneca Lambton/separate entrance basement,City of Toronto,$480.00,"Look for new graduation, younge professional. Male only. One single room available at 2 bedrooms basement. One person $480 Safe and quiet community. separate entrance separate washroom separate ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/single-rm-finch-warden-seneca-lambton-separate-entrance-basement/1532371734
2585,3 bedroom basement for rent,City of Toronto,"$1,800.00","A large renovated basement with 3 bedrooms + den, kitchen, and a washroom is ready to move in at our family bungalow. The location is conveniently located in Curran Hall neighborhood near Woburn, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/3-bedroom-basement-for-rent/1532370893
2586,Cozy Master Bedroom with Ensuite Washoorm - Only for December!,City of Toronto,$900.00,"Private Master Bedroom with Ensuite washroom. Please just FYI this is a room available in a 2 bedroom townhouse. Available from Dec 1 to Dec 31 (Only for 1 month). However, you can move early on ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/cozy-master-bedroom-with-ensuite-washoorm-only-for-december/1532370663
2587,Furnished Room for Rent in Markham and Sheppard,City of Toronto,$550.00,"Males only; A newly renovated furnished room located in a basement with a separate entrance available in Scarborough - Mammoth Hall Trail (Markham and Sheppard) Rent = $600/month, bills are included ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-rent-in-markham-and-sheppard/1532370576
2588,Spacious Basement Apartment in Scarborough,City of Toronto,"$1,000.00","Spacious basement apartment at Brimley and Lawrence. 1 bedroom apartment with all amenities, laundry, parking, cable and internet included. Kitchen is a shared space with other tenant. Access to TTC ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/spacious-basement-apartment-in-scarborough/1532370565
2589,One room in a gorgeous house is available for rent,City of Toronto,"$1,050.00","1. A spacious bedroom on the main floor for rent. 2. It is available on November 1, 2020 3. Very convenient location: walking distance to the subway station; 5 mins to the grocery store. 4. The quiet ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-room-in-a-gorgeous-house-is-available-for-rent/1532368902
2590,"Cozy, Comfortable, Clean Bedroom for a Female (Start Nov 16)",City of Toronto,"$1,239.00","A beautiful room with hardwood floor and furnished, is right around the corner of Sherbourne Subway station. The view of Rosedale Ravine is stunning and breathtaking. The apartment is quiet, clean, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/cozy-comfortable-clean-bedroom-for-a-female-start-nov-16/1532367957
2591,Room for rent,City of Toronto,PleaseContact,Looking for a indian girl who can keep the place clean Room- separate Entrance- separate Kitchen- shared with another indian girl Utilities- included Fully Furnished,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532367415
2592,Separate furnished room,City of Toronto,PleaseContact,"Looking for a indian girl who can keep the place clean Room- separate Entrance- separate Kitchen- shared with another indian girl Utilities- included Fully Furnished Available - nov01,2020",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/separate-furnished-room/1532366813
2593,A room for female tenant,City of Toronto,$700.00,"A room is available for a female tenant from beginning of December. Apartment is right at donmills station and close by many facilities such as Seneca College, Centennial College, Fairview Mall, 24 ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/a-room-for-female-tenant/1532365687
2594,Room for Rent in a 2 Bedroom Apartment - Queen West,City of Toronto,"$1,200.00",Young professional female roommate wanted for a 1 bedroom rental month to month in a 2 bedroom + den apartment in queen west. Utilities not included. NON SMOKING and NO CATS (allergy). Parking can be ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-a-2-bedroom-apartment-queen-west/1532364599
2595,Room for Rent near Humber College-Female Only,City of Toronto,$600.00,"- A private room for rent in a 2 bedroom basement apartment. - Walking distance to Humber College North Campus. - Separate entrance. - Rent includes electricity, heat, water, high speed internet and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-near-humber-college-female-only/1532364325
2596,"Furnished 2BR, looking for female roommate to share.",City of Toronto,$795.00,"AVAILABLE IMMEDIATELY. FURNISHED Room for Rent (Single female roommate wanted to share 2BR). LOCATION: Scarborough. Steeles Ave. E and Staines Rd. (M1X 2B7) FURNISHED, private bedroom (includes NEW ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-2br-looking-for-female-roommate-to-share/1532363165
2597,Furnished Private Bedroom with TV in a 2BHK Condo,City of Toronto,$650.00,Looking to rent 1 furnished bedroom in a 2 bedroom one bath condo. It's a short term rental for 2 months and if we gel up well we could extend. I am an IT professional in early 30s who own this ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-private-bedroom-with-tv-in-a-2bhk-condo/1532361388
2598,Bedroom for rent near Dufferin station,City of Toronto,$750.00,"Looking for a person to sublease a spacious, unfurnished room in a 2 floor, 2+ den unit in Bloordale Village. Private bedroom with shared kitchen and washroom with two roommates. $750 with utilities. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/bedroom-for-rent-near-dufferin-station/1532361253
2599,Room for rent,Mississauga / Peel Region,$450.00,"Available Nov 1st Master bedroom for rent sharing with humber college student,close to humber college ,close to all amenities walking distance to bus stop for more information email to me",https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-for-rent/1532360143
2600,Two Rooms available for a couple - 1000$ - Scarborough,City of Toronto,"$1,000.00","Amazing location. Kennedy & Lawrence. IF AD IS UP THEN IT’S AVAILABLE. SO, PLEASE ANYTHING ELSE THAN THAT. :) Rent includes everything. All utilities. Free wifi too. Also, parking. You can not get ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/two-rooms-available-for-a-couple-1000-scarborough/1532359034
2601,Luxury Bedroom in Markham/Richmond Hill - Only for Female,Markham / York Region,$680.00,Only FEMALES needs to Apply . CALL OR TEXT ONLY --Luxury Bedroom in Markham/Richmond Hill Area with Attached Washroom . --All utilities and internet included -- Most affluent and safe area in Markham ...,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/luxury-bedroom-in-markham-richmond-hill-only-for-female/1532357015
2602,Room for rent  (2 - Students preffered ),City of Toronto,$380.00,"One room available for sharing with two people. Available to move in. Doesn’t require first and last. TTC Bus stop right behind the house. Direct buses to Scarborough Town Centre, Kennedy Station and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-2-students-preffered/1532355899
2603,Luxury bright furnished room,Markham / York Region,$850.00,"If you see this ad, it means that the ROOM is AVAILABLE! A luxury furnished room with a fully renovated private bathroom with tub, is available for rent, on the second floor of a three bedroom house ...",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/luxury-bright-furnished-room/1532355227
2604,Room for rent for month of Nov only,City of Toronto,$975.00,Beautiful room in a clean house located 3 min walk from Summerhill subway station. 15 to 20 min walk to downtown. Female welcome to share with other females in the house. Minimum one month no ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-for-month-of-nov-only/1532353834
2605,Female Roomate wanted,City of Toronto,$900.00,$900 + Internet Female Indian roommate only! 1-BR available in a gorgeous 3 bedroom 2 Bathroom condo in heart of Downtown Toronto. Luxury Condo Floor to ceiling windows Heart of Downtown South Facing ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/female-roomate-wanted/1532352844
2606,Clean room with a separate entrance  - Available immediately,City of Toronto,$625.00,"Clean room with a separate entrance in a house basement - Ideal for full-time students or working professionals - Located in a great quiet residential neighborhood (Ellesmere & Birchmount, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/clean-room-with-a-separate-entrance-available-immediately/1532352759
2607,One Master Bedroom for Rent,Mississauga / Peel Region,PleaseContact,One Master bedroom is available in a Big House located at Martin Grove and Rexdale Etobicoke .,https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/one-master-bedroom-for-rent/1532350926
2608,Furnished room for rent,City of Toronto,$650.00,Available immediately Males only! Cozy furnished room with shared washroom. Share kitchen. $650 Please message me your number and I will call you. Great for working professionals or Humber College ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-rent/1532350283
